image_path,writer_id
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_34.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_35.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_36.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_37.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_38.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-02\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_34.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_35.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_36.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_37.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_38.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_39.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-03\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-04\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_32.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_33.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-05\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_16.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_17.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_18.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_19.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_2.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_20.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_21.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_22.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_23.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_24.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_25.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_26.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_27.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_28.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_29.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_3.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_30.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_31.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_4.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_5.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_6.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_7.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_8.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-06\line_9.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_1.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_10.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_11.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_12.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_13.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_14.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_15.png,WRITER_A
Dataset\WRITER_A_LINES\586803360-Medieval-History-Hand-Written-Notes-90-Pages-PDF-07\line_16.png,WRITER_A
